  GameTime  PlayLife     Score    Action
     364       1         800     MOVE JUMP
     365       1         800     MOVE JUMP
     366       1         800     MOVE JUMP
     367       1         800     MOVE JUMP
     368       1         800     MOVE JUMP
     369       1         800     MOVE JUMP
     370       1         800     MOVE JUMP
     371       1         800    MOVE RIGHT
     372       1         800    MOVE RIGHT
     373       1         800    MOVE RIGHT
     374       1         800    MOVE RIGHT
     375       1         800    MOVE RIGHT
     376       1         800    MOVE RIGHT
     377       1         800     MOVE LEFT
     378       1         800     MOVE JUMP
     379       1         800    MOVE RIGHT
     380       1         800     MOVE JUMP
     381       1         800     MOVE JUMP
     382       1         800    MOVE RIGHT
     383       1         800     MOVE JUMP
     384       1         800     MOVE LEFT
     385       1         800     MOVE JUMP
     386       1         800    MOVE RIGHT
     341       1         800    MOVE RIGHT
     342       1         800    MOVE RIGHT
     343       1         800    MOVE RIGHT
     344       1         800    MOVE RIGHT
     345       1         800    MOVE RIGHT
     346       1         800    MOVE RIGHT
     347       1         800     MOVE LEFT
     348       1         800     MOVE LEFT
     349       1         800     MOVE JUMP
     350       1         800     MOVE LEFT
     351       1         800     MOVE LEFT
     352       1         800    MOVE RIGHT
     353       1         800     MOVE JUMP
     354       1         800     MOVE JUMP
     355       1         800     MOVE JUMP
     356       1         800     MOVE JUMP
     357       1         800     MOVE JUMP
     358       1         800     MOVE LEFT
     359       1         800    MOVE RIGHT
     360       1         800     MOVE JUMP
     361       1         800    MOVE RIGHT
     362       1         800     MOVE JUMP
     363       1         800    MOVE RIGHT
     364       1         800     MOVE JUMP
     365       1         800     MOVE JUMP
     366       1         800     MOVE JUMP
     367       1         800    MOVE RIGHT
     368       1         800     MOVE JUMP
     369       1         800     MOVE JUMP
     370       1         800     MOVE JUMP
     371       1         800    MOVE RIGHT
     372       1         800    MOVE RIGHT
     373       1         800    MOVE RIGHT
     374       1         800    MOVE RIGHT
     375       1         800     MOVE LEFT
     371       3           0    Begin Game
     372       3           0    Begin Game
     373       3           0    Begin Game
     374       3           0    Begin Game
     375       3           0    Begin Game
     376       3           0    Begin Game
     377       3           0    Begin Game
     378       3           0    Begin Game
     379       3           0    Begin Game
     380       3           0    Begin Game
     381       3           0    Begin Game
     382       3           0    Begin Game
     383       3           0    Begin Game
     384       3           0    Begin Game
     385       3           0    MOVE RIGHT
     386       3           0    MOVE RIGHT
     387       3         100     MOVE JUMP
     388       3         200     MOVE JUMP
     389       3         200     MOVE JUMP
     390       3         200     MOVE JUMP
     391       3         200    MOVE RIGHT
     392       3         200    MOVE RIGHT
     393       3         200    MOVE RIGHT
     394       3         200    MOVE RIGHT
     395       3         200     MOVE LEFT
     396       3         200     MOVE LEFT
     397       3         200    MOVE RIGHT
     398       3         200     MOVE LEFT
     399       3         200     MOVE LEFT
     400       3         200      MOVE DIE
     371       2         200    MOVE RIGHT
     372       2         200    MOVE RIGHT
     373       2         300     MOVE JUMP
     374       2         300     MOVE JUMP
     375       2         300     MOVE LEFT
     376       2         300     MOVE JUMP
     377       2         300    MOVE RIGHT
     378       2         300    MOVE RIGHT
     379       2         300     MOVE LEFT
     380       2         300     MOVE LEFT
     381       2         300     MOVE LEFT
     382       2         300     MOVE LEFT
     383       2         300    MOVE RIGHT
     384       2         800     MOVE LEFT
     385       2         800     MOVE LEFT
     371       1         800    Begin Game
     372       1         800    Begin Game
     373       1         800    Begin Game
     374       1         800    Begin Game
     375       1         800    Begin Game
     376       1         800    Begin Game
     377       1         800    Begin Game
     378       1         800    Begin Game
     379       1         800    Begin Game
     380       1         800    Begin Game
     381       1         800    Begin Game
     382       1         800    Begin Game
     383       1         800    Begin Game
     384       1         800    Begin Game
     385       1         800    Begin Game
     386       1         800    Begin Game
     387       1         800    Begin Game
     388       1         800    Begin Game
     389       1         800    Begin Game
     390       1         800    Begin Game
     391       1         800    Begin Game
     392       1         800    Begin Game
     393       1         800    Begin Game
     394       1         800    Begin Game
     395       1         800    Begin Game
     396       1         800    Begin Game
     397       1         800    Begin Game
     398       1         800    Begin Game
     399       1         800    Begin Game
     400       1         800      MOVE DIE
