  GameTime  PlayLife     Score    Action
     361       1        6900    MOVE RIGHT
     362       1        7300    MOVE RIGHT
     363       1        7300    MOVE RIGHT
     364       1        7300     MOVE JUMP
     365       1        7500     MOVE LEFT
     366       1        7700     MOVE LEFT
     367       1        7800     MOVE LEFT
     368       1        8000     MOVE LEFT
     369       1        8100     MOVE JUMP
     370       1        8100     MOVE JUMP
     371       1        8100     MOVE LEFT
     341       3           0    MOVE RIGHT
     342       3           0    MOVE RIGHT
     343       3           0    MOVE RIGHT
     344       3         200     MOVE JUMP
     345       3         700    MOVE RIGHT
     346       3        1000     MOVE JUMP
     347       3        1300     MOVE JUMP
     348       3        1300     MOVE LEFT
     349       3        1300     MOVE LEFT
     350       3        1300     MOVE JUMP
     351       3        1300     MOVE JUMP
     352       3        1300     MOVE JUMP
     353       3        1300     MOVE JUMP
     354       3        1300     MOVE JUMP
     355       3        1300     MOVE JUMP
     356       3        1300     MOVE JUMP
     357       3        1300     MOVE JUMP
     358       3        1500    MOVE RIGHT
     359       3        1700     MOVE JUMP
     360       3        2200    MOVE RIGHT
     361       3        2400    MOVE RIGHT
     362       3        2700    MOVE RIGHT
     363       3        2700     MOVE LEFT
     364       3        2900    MOVE RIGHT
     365       3        2900    MOVE RIGHT
     366       3        3000     MOVE LEFT
     367       3        3500     MOVE LEFT
     368       3        3700    MOVE RIGHT
     369       3        3700    MOVE RIGHT
     370       3        3700    MOVE RIGHT
